TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2016,3,7XX PACIFIC BLVD,Central Business District,491980.053236,5458153.11681
Break and Enter Commercial,2016,3,6XX ALEXANDER ST,Strathcona,493383.674369,5459019.87121
Theft from Vehicle,2016,1,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Other Theft,2016,1,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Theft of Vehicle,2016,1,3XX ALEXANDER ST,Strathcona,492893.91198,5459034.72956
Other Theft,2016,1,5XX PACIFIC ST,Central Business District,490685.878717,5457925.5768599985
Theft from Vehicle,2016,3,56XX COLUMBIA ST,Riley Park,491946.285845,5453558.21585
Other Theft,2016,1,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Theft from Vehicle,2016,1,60XX HOLLAND ST,Musqueam,485999.312767,5453258.44781
Mischief,2016,1,34XX WEYMOOR PL,Killarney,497858.948328,5450755.6233
Offence Against a Person,2016,3,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2016,1,4XX CARRALL ST,Central Business District,492413.484556,5458656.82643
Break and Enter Residential/Other,2016,3,23XX W 21ST AVE,Arbutus Ridge,488416.768341,5455653.980880002
Theft from Vehicle,2016,3,18XX ADANAC ST,Grandview-Woodland,495104.640515,5458315.90955
Theft of Vehicle,2016,3,3XX ALEXANDER ST,Strathcona,492931.553159,5459042.68927
Theft from Vehicle,2016,1,32XX W 7TH AVE,Kitsilano,487177.600345,5457025.58361
Break and Enter Commercial,2016,1,9XX HORNBY ST,Central Business District,490931.906504,5458677.98774
Other Theft,2016,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Break and Enter Residential/Other,2016,1,10XX W 43RD AVE,Oakridge,490544.956256,5453275.567000002
Other Theft,2016,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Break and Enter Residential/Other,2016,2,13XX DEVONSHIRE CRES,Shaughnessy,490123.913862,5454838.82945
Other Theft,2016,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2016,1,7XX ROBSON ST,Central Business District,491218.387155,5458814.03522
Other Theft,2016,2,7XX ROBSON ST,Central Business District,491218.387155,5458814.03522
Other Theft,2016,2,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Mischief,2016,3,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Other Theft,2016,2,7XX ROBSON ST,Central Business District,491218.387155,5458814.03522
Other Theft,2016,2,7XX ROBSON ST,Central Business District,491218.387155,5458814.03522
Other Theft,2016,3,7XX ROBSON ST,Central Business District,491218.387155,5458814.03522
Other Theft,2016,3,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2016,3,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2016,3,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2016,1,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494585.34344,5456620.56181
Other Theft,2016,3,5XX W BROADWAY AVE,Fairview,491587.493424,5456728.30239
Other Theft,2016,3,7XX ROBSON ST,Central Business District,491218.387155,5458814.03522
Theft of Vehicle,2016,3,7XX E 11TH AVE,Mount Pleasant,493640.52127,5456425.732000002
Mischief,2016,3,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Mischief,2016,3,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Mischief,2016,2,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Mischief,2016,2,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Mischief,2016,2,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Mischief,2016,1,5XX SEYMOUR ST,Central Business District,491656.085203,5458976.39388
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2016,1,10XX W 46TH AVE,Oakridge,490619.49688,5452962.47501
Break and Enter Residential/Other,2016,2,2XX WATERLEIGH DR,Marpole,491925.479392,5451418.60943
Break and Enter Residential/Other,2016,3,2XX WATERLEIGH DR,Marpole,491932.052171,5451418.33029
Break and Enter Residential/Other,2016,3,16XX E 36TH AVE,Kensington-Cedar Cottage,494761.25215,5453879.11729
Break and Enter Residential/Other,2016,2,23XX W 35TH AVE,Arbutus Ridge,488339.210311,5454179.1185
Other Theft,2016,1,10XX PACIFIC ST,West End,490298.132684,5458316.5675599985
Break and Enter Residential/Other,2016,1,30XX ALBERTA ST,Mount Pleasant,491910.40105100005,5456160.89298
Theft from Vehicle,2016,1,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245011,5457784.57971
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2016,3,3XX W BROADWAY AVE,Mount Pleasant,491907.35463,5456711.03744
Other Theft,2016,2,3XX W BROADWAY AVE,Mount Pleasant,491907.35463,5456711.03744
Theft from Vehicle,2016,1,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Mischief,2016,2,34XX TURNER ST,Hastings-Sunrise,497764.45121,5458476.08262
Theft from Vehicle,2016,1,BUTE ST / HARO ST,West End,490688.21782,5459182.23705
Break and Enter Commercial,2016,2,6XX CAMBIE ST,Central Business District,491821.564758,5458582.67584
Other Theft,2016,2,26XX W 16TH AVE,Kitsilano,487966.906536,5456119.53299
Break and Enter Residential/Other,2016,3,13XX DOGWOOD AVE,Oakridge,490133.494878,5452299.62189
Theft from Vehicle,2016,2,67XX MAPLE ST,Kerrisdale,488911.168891,5452460.76701
Break and Enter Residential/Other,2016,1,30XX CHARLES ST,Hastings-Sunrise,497063.621815,5457838.08675
Theft from Vehicle,2016,1,32XX W KING EDWARD AVE,Dunbar-Southlands,487105.222209,5455250.94599
Other Theft,2016,2,7XX BURRARD ST,West End,491107.113365,5458998.83564
Break and Enter Residential/Other,2016,1,23XX W 5TH AVE,Kitsilano,488406.80313,5457186.5179900015
Theft from Vehicle,2016,2,11XX WINDERMERE ST,Hastings-Sunrise,497360.358574,5457994.80902
Break and Enter Residential/Other,2016,1,16XX E 41ST AVE,Kensington-Cedar Cottage,494785.04341,5453323.96111
Mischief,2016,1,BROUGHTON ST / ROBSON ST,West End,490550.18276800006,5459471.283969998
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,25XX E 40TH AVE,Renfrew-Collingwood,496055.765182,5453449.73859
Theft from Vehicle,2016,2,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Other Theft,2016,2,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft from Vehicle,2016,1,28XX W 19TH AVE,Arbutus Ridge,487755.69884,5455869.27625
Break and Enter Residential/Other,2016,3,10XX W 57TH AVE,Oakridge,490541.30559,5451838.8339
Mischief,2016,2,34XX ONTARIO ST,Riley Park,492368.592201,5455752.11705
Theft from Vehicle,2016,2,2X E PENDER ST,Central Business District,492447.2653,5458645.96075
Other Theft,2016,1,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Other Theft,2016,1,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2016,1,10XX W 57TH AVE,Oakridge,490584.71721400006,5451838.00677
Theft from Vehicle,2016,1,PACIFIC ST / RICHARDS ST,Central Business District,490724.320193,5457894.41632
Theft from Vehicle,2016,1,PACIFIC ST / RICHARDS ST,Central Business District,490724.320193,5457894.41632
Other Theft,2016,1,12XX W GEORGIA ST,West End,490786.463204,5459476.0086400015
Other Theft,2016,1,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Other Theft,2016,1,3XX W GEORGIA ST,Central Business District,491651.565303,5458615.15115
Theft from Vehicle,2016,2,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft from Vehicle,2016,3,69XX CHURCHILL ST,Kerrisdale,489679.4693,5452245.51221
Theft from Vehicle,2016,3,60XX HOLLAND ST,Musqueam,485989.290674,5453233.70742
Theft from Vehicle,2016,3,12XX E 23RD AVE,Kensington-Cedar Cottage,494245.841609,5455248.3814
Theft from Vehicle,2016,1,32XX WILLIAM ST,Hastings-Sunrise,497500.143014,5457926.45346
Mischief,2016,2,BOUNDARY RD / E HASTINGS ST,Hastings-Sunrise,498282.183564,5458709.66949
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,5X E 12TH AVE,Mount Pleasant,492435.210647,5456395.74984
Break and Enter Commercial,2016,2,6XX DAVIE ST,Central Business District,490877.656855,5458224.3537
Theft from Vehicle,2016,2,9XX CAMBIE ST,Central Business District,491475.42755600007,5458216.77314
Other Theft,2016,3,7XX BURRARD ST,West End,491107.113365,5458998.83564
Theft from Vehicle,2016,1,27XX W 1ST AVE,Kitsilano,487896.4973,5457594.43994
Theft from Vehicle,2016,2,5XX CAMBIE ST,Central Business District,491996.521157,5458752.99445
Other Theft,2016,1,19XX POWELL ST,Grandview-Woodland,495306.516482,5459127.3222699985
Break and Enter Commercial,2016,2,5XX SEYMOUR ST,Central Business District,491656.286688,5458963.61836
Theft of Vehicle,2016,1,3XX COLUMBIA ST,Central Business District,492569.791612,5458843.26569
Other Theft,2016,3,37XX INVERNESS ST,Kensington-Cedar Cottage,494180.1412350001,5455428.2985
Theft from Vehicle,2016,2,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft of Vehicle,2016,3,5XX W 8TH AVE,Fairview,491631.258442,5456816.37862
Other Theft,2016,3,10XX KEEFER ST,Strathcona,494055.113964,5458493.22499
Theft of Vehicle,2016,1,33XX LAUREL ST,South Cambie,490946.621049,5455853.83263
Other Theft,2016,3,7XX BURRARD ST,West End,491107.113365,5458998.83564
Theft from Vehicle,2016,2,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft from Vehicle,2016,2,60XX EAST BLVD,Kerrisdale,488712.309999,5453215.58659
Break and Enter Residential/Other,2016,3,24XX E 18TH AVE,Renfrew-Collingwood,495976.8693800001,5455694.6621900005
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,2X MIDLOTHIAN AVE,Riley Park,492203.958833,5454268.02376
Break and Enter Commercial,2016,2,57XX OAK ST,Oakridge,490669.093541,5453379.05183
Theft from Vehicle,2016,3,30XX W 13TH AVE,Kitsilano,487379.317201,5456431.5313599985
Theft from Vehicle,2016,2,8XX E 32ND AVE,Kensington-Cedar Cottage,493608.235275,5454323.57752
Break and Enter Commercial,2016,2,7XX PACIFIC BLVD,Central Business District,492005.869165,5458173.6212800015
Break and Enter Residential/Other,2016,1,30XX E 26TH AVE,Renfrew-Collingwood,497060.127441,5454926.02269
Theft from Vehicle,2016,3,6X W 2ND AVE,Mount Pleasant,492293.777388,5457399.46892
Theft from Vehicle,2016,2,24XX W 20TH AVE,Arbutus Ridge,488217.642472,5455759.3833300015
Break and Enter Residential/Other,2016,1,30XX E 28TH AVE,Renfrew-Collingwood,496989.515155,5454742.18508
Theft of Vehicle,2016,1,27XX E 16TH AVE,Renfrew-Collingwood,496564.962079,5455848.34667
Break and Enter Residential/Other,2016,1,19XX W 62ND AVE,Kerrisdale,488967.283732,5451384.65654
Other Theft,2016,1,16XX E HASTINGS ST,Grandview-Woodland,494734.838786,5458733.083880002
Theft from Vehicle,2016,2,15XX COMMERCIAL DR,Grandview-Woodland,494939.598805,5457621.0585400015
Break and Enter Residential/Other,2016,1,24XX E 21ST AVE,Renfrew-Collingwood,495952.250981,5455414.85888
Theft from Vehicle,2016,1,84XX CORNERSTONE ST,Killarney,497571.711142,5450580.83857
Theft from Vehicle,2016,1,8XX BROUGHTON ST,West End,490491.60521000007,5459404.85305
Break and Enter Residential/Other,2016,2,24XX E 22ND AVE,Renfrew-Collingwood,495931.424264,5455313.71616
Theft from Vehicle,2016,1,88XX MONTCALM ST,Marpole,490079.388658,5450291.68214
Theft from Vehicle,2016,1,5XX W GEORGIA ST,Central Business District,491515.088382,5458764.64992
Theft from Vehicle,2016,1,27XX W 22ND AVE,Arbutus Ridge,487815.656325,5455575.7936
Other Theft,2016,1,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.713075,5456511.91691
Theft from Vehicle,2016,3,84XX CARTIER ST,Marpole,489960.084182,5450790.10656
Theft from Vehicle,2016,2,5XX RICHARDS ST,Central Business District,491759.309367,5458942.6267
Theft from Vehicle,2016,2,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Mischief,2016,1,34XX LOUGHEED HWY,Renfrew-Collingwood,497824.993407,5456637.75739
Mischief,2016,1,7XX E 54TH AVE,Sunset,493469.631363,5451981.81564
Theft from Vehicle,2016,3,15XX E 2ND AVE,Grandview-Woodland,494673.80342,5457327.811919998
Theft from Vehicle,2016,3,9XX BURRARD ST,West End,490870.232474,5458765.7750900015
Break and Enter Residential/Other,2016,3,13XX E 29TH AVE,Kensington-Cedar Cottage,494308.474941,5454643.17225
Mischief,2016,2,7XX E 50TH AVE,Sunset,493483.06779700005,5452413.19026
Mischief,2016,2,7XX E 50TH AVE,Sunset,493483.06779700005,5452413.19026
Mischief,2016,2,7XX E 50TH AVE,Sunset,493483.06779700005,5452413.19026
Theft from Vehicle,2016,1,12XX CONNAUGHT DR,Shaughnessy,490241.752456,5454653.589319998
Theft from Vehicle,2016,3,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Theft from Vehicle,2016,3,ABBOTT ST / W PENDER ST,Central Business District,492175.437087,5458706.85338
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2016,2,40XX NOOTKA ST,Renfrew-Collingwood,496975.687591,5455068.0103400005
Mischief,2016,2,34XX KINGSWAY AVE,Killarney,497769.252931,5453239.58285
Mischief,2016,2,34XX KINGSWAY AVE,Killarney,497769.252931,5453239.58285
Other Theft,2016,2,16XX DAVIE ST,West End,489856.506158,5459237.8924199985
Other Theft,2016,3,7XX BURRARD ST,West End,491108.80907700007,5459000.4987900015
Theft from Vehicle,2016,2,EXPO BLVD / NELSON ST,Central Business District,491563.697815,5458020.6776
Other Theft,2016,1,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.325923,5458710.3096
Break and Enter Residential/Other,2016,2,24XX E 33RD AVE,Renfrew-Collingwood,495916.465872,5454108.05706
Mischief,2016,2,5XX ROBSON ST,Central Business District,491389.580741,5458633.20535
Other Theft,2016,3,26XX GRANVILLE ST,Fairview,489923.075603,5456594.1451699985
Mischief,2016,1,4XX ABBOTT ST,Central Business District,492205.859548,5458800.66015
Mischief,2016,1,5XX ROBSON ST,Central Business District,491378.457969,5458644.4861699985
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,PACIFIC ST / SEYMOUR ST,Central Business District,490633.11645,5457983.49646
Theft from Vehicle,2016,2,13XX E 19TH AVE,Kensington-Cedar Cottage,494335.725257,5455637.69856
Break and Enter Residential/Other,2016,3,13XX E 35TH AVE,Kensington-Cedar Cottage,494281.512885,5453983.1933
Break and Enter Residential/Other,2016,2,19XX WHYTE AVE,Kitsilano,489161.010808,5458072.34467
Theft from Vehicle,2016,1,CAMBIE ST / DUNSMUIR ST,Central Business District,491886.364039,5458643.09341
Other Theft,2016,3,10XX ROBSON ST,West End,491022.784339,5458994.024730002
Break and Enter Residential/Other,2016,1,30XX E 59TH AVE,Killarney,496895.822257,5451524.0218199985
Break and Enter Residential/Other,2016,1,16XX E 61ST AVE,Victoria-Fraserview,494698.591703,5451308.66027
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,12XX COMOX ST,West End,490446.006276,5458948.71554
Mischief,2016,1,E 4TH AVE / MCLEAN DR,Grandview-Woodland,494508.601937,5457129.46247
Theft from Vehicle,2016,2,86XX LOGAN ST,Marpole,490890.729068,5450583.12892
Other Theft,2016,2,26XX KINGSWAY AVE,Renfrew-Collingwood,496233.136485,5454025.14452
Other Theft,2016,2,DUNSMUIR ST / GRANVILLE ST,Central Business District,491535.597467,5458993.221480002
Break and Enter Commercial,2016,1,6XX DRAKE ST,Central Business District,490774.120323,5458083.0991199985
Other Theft,2016,3,X ALEXANDER ST,Central Business District,492445.42478,5458975.213880002
Other Theft,2016,2,X ALEXANDER ST,Central Business District,492445.42478,5458975.213880002
Mischief,2016,1,34XX FRASER ST,Kensington-Cedar Cottage,493458.387678,5455709.64671
Other Theft,2016,2,12XX GRANVILLE ST,Central Business District,490785.002382,5458243.45752
Break and Enter Residential/Other,2016,2,16XX E 6TH AVE,Grandview-Woodland,494830.614871,5456932.791730002
Other Theft,2016,1,12XX GRANVILLE ST,Central Business District,490785.002382,5458243.45752
Theft from Vehicle,2016,1,5X ALEXANDER ST,Central Business District,492506.660838,5458985.83169
Theft from Vehicle,2016,1,5X ALEXANDER ST,Central Business District,492506.660838,5458985.83169
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,3,28XX W 31ST AVE,Arbutus Ridge,487635.942389,5454613.08742
Mischief,2016,2,34XX E HASTINGS ST,Hastings-Sunrise,497822.334258,5458705.23376
Mischief,2016,1,34XX E HASTINGS ST,Hastings-Sunrise,497822.334258,5458705.23376
Mischief,2016,1,5XX RICHARDS ST,Central Business District,491770.04788,5458940.4551599985
Other Theft,2016,1,10XX ROBSON ST,West End,491022.784339,5458994.024730002
Other Theft,2016,2,37XX NANAIMO ST,Kensington-Cedar Cottage,495876.492092,5455379.77104
Theft from Vehicle,2016,1,30XX W 27TH AVE,Dunbar-Southlands,487340.872859,5455037.84739
Other Theft,2016,3,10XX ROBSON ST,West End,491045.570421,5458984.3631
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,3,25XX WILLOW ST,Fairview,491140.549166,5456681.13515
Offence Against a Person,2016,3,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,2X W 20TH AVE,Riley Park,492330.546934,5455556.36407
Break and Enter Residential/Other,2016,1,24XX E 40TH AVE,Renfrew-Collingwood,495897.921862,5453459.95087
Break and Enter Commercial,2016,2,7XX RICHARDS ST,Central Business District,491447.682809,5458615.81188
Mischief,2016,3,34XX E 3RD AVE,Hastings-Sunrise,497916.812786,5457203.03871
Mischief,2016,2,4X WATER ST,Central Business District,492346.820546,5459002.52119
Theft from Vehicle,2016,2,28XX W 32ND AVE,Arbutus Ridge,487749.810628,5454505.82006
Theft from Vehicle,2016,1,KEEFER ST / MAIN ST,Strathcona,492745.8376560001,5458530.06553
Theft from Vehicle,2016,1,KEEFER ST / MAIN ST,Strathcona,492745.8376560001,5458530.06553
Break and Enter Commercial,2016,1,9XX HOWE ST,Central Business District,491051.83919,5458648.70528
Theft from Vehicle,2016,2,5XX RICHARDS ST,Central Business District,491750.893849,5458921.2044
Theft from Vehicle,2016,3,2XX E PENDER ST,Strathcona,492757.32674799993,5458625.14786
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2016,3,41XX MAIN ST,Riley Park,492646.69047,5455060.808730002
Theft from Vehicle,2016,1,60XX CAMBIE ST,Oakridge,491545.303116,5453043.09196
Theft from Vehicle,2016,1,5X ALEXANDER ST,Central Business District,492501.54981000006,5458993.85605
Theft from Vehicle,2016,2,84XX CAMBIE ST,Marpole,491458.58016499993,5450663.77024
Theft from Vehicle,2016,1,5X ALEXANDER ST,Central Business District,492501.54981000006,5458993.85605
Mischief,2016,2,4X W CORDOVA ST,Central Business District,492328.008021,5458889.83203
Mischief,2016,2,5XX RICHARDS ST,Central Business District,491755.15030200005,5458925.48235
Mischief,2016,3,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Mischief,2016,3,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Mischief,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,3,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2016,1,34XX CROWLEY DR,Renfrew-Collingwood,497648.150233,5453837.05881
Theft from Vehicle,2016,3,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,1,30XX W 2ND AVE,Kitsilano,487458.582361,5457506.1610699985
Mischief,2016,2,4X W BROADWAY AVE,Mount Pleasant,492299.504105,5456706.37266
Theft from Vehicle,2016,3,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,1,18XX SPYGLASS PL,Fairview,491609.86966400006,5457424.41469
Theft from Vehicle,2016,2,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,1,55XX STAMFORD ST,Renfrew-Collingwood,497765.742644,5453487.03734
Theft from Vehicle,2016,1,18XX SPYGLASS PL,Fairview,491609.86966400006,5457424.41469
Mischief,2016,1,4X W 11 AV,Mount Pleasant,492299.898369,5456500.18779
Theft from Vehicle,2016,1,5XX HOMER ST,Central Business District,491857.761235,5458887.09483
Theft from Vehicle,2016,2,6XX ABBOTT ST,Central Business District,492167.236436,5458548.13145
Mischief,2016,2,34XX CAMBIE ST,South Cambie,491614.688761,5455781.1711
Theft from Vehicle,2016,2,6X W CORDOVA ST,Central Business District,492301.740938,5458888.23626
Break and Enter Residential/Other,2016,1,24XX E 45TH AVE,Victoria-Fraserview,495911.595258,5452952.57335
Theft of Vehicle,2016,1,27XX E 1ST AVE,Hastings-Sunrise,496471.859845,5457399.64392
Theft from Vehicle,2016,2,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2016,2,4X WATER ST,Central Business District,492349.76791000005,5459001.725269998
Theft of Vehicle,2016,2,31XX RIVERWALK AVE,Killarney,496940.558855,5450371.79243
Theft from Vehicle,2016,1,60XX BEATRICE ST,Victoria-Fraserview,495127.237958,5452970.13376
Theft from Vehicle,2016,1,HEMLOCK ST / W 12TH AVE,Fairview,490089.384197,5456452.22749
Break and Enter Residential/Other,2016,3,1X W 63RD AVE,Marpole,492210.626466,5451181.0847
Mischief,2016,1,BEATTY ST / W GEORGIA ST,Central Business District,491835.333404,5458445.4737800015
Theft from Vehicle,2016,3,FRASER ST / SE MARINE DR,Sunset,493362.347349,5450924.18173
Theft from Vehicle,2016,2,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,3,2X W 48TH AVE,Oakridge,492246.072712,5452665.0672
Theft from Vehicle,2016,2,86XX LAUREL ST,Marpole,490815.003818,5450622.95036
Theft from Vehicle,2016,2,55XX ROSS ST,Kensington-Cedar Cottage,493996.646397,5453541.247280002
Mischief,2016,2,33XX WELLINGTON AVE,Renfrew-Collingwood,497584.447682,5454275.07263
Mischief,2016,3,7XX DUNSMUIR ST,Central Business District,491511.636638,5459023.6766300015
Mischief,2016,2,7XX DUNSMUIR ST,Central Business District,491511.636638,5459023.6766300015
Theft from Vehicle,2016,1,PACIFIC ST / THURLOW ST,West End,490222.777958,5458397.63306
Theft from Vehicle,2016,1,33XX CLIVE AVE,Renfrew-Collingwood,497450.579962,5454016.9102
Theft from Vehicle,2016,3,26XX HEMLOCK ST,Fairview,490098.670798,5456631.96849
Break and Enter Commercial,2016,1,9XX LAGOON DR,West End,489735.407807,5460037.92924
Other Theft,2016,1,10XX JERVIS ST,West End,490346.58981,5459068.5886900015
Theft from Vehicle,2016,1,5XX HOMER ST,Central Business District,491857.761235,5458887.09483
Theft from Vehicle,2016,3,PACIFIC ST / THURLOW ST,West End,490222.777958,5458397.63306
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft of Vehicle,2016,2,9XX W 33RD AVE,South Cambie,490892.59674,5454286.7897
Break and Enter Residential/Other,2016,2,24XX E GEORGIA ST,Hastings-Sunrise,495971.728456,5458389.613
Theft from Vehicle,2016,1,24XX E 49TH AVE,Victoria-Fraserview,495834.614896,5452449.21238
Mischief,2016,2,BEATTY ST / ROBSON ST,Central Business District,491710.822032,5458320.9708400015
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Other Theft,2016,1,29XX MAIN ST,Mount Pleasant,492646.289807,5456207.89615
Other Theft,2016,1,7XX BURRARD ST,Central Business District,491133.864729,5459012.26534
Theft from Vehicle,2016,1,18XX E HASTINGS ST,Grandview-Woodland,495217.24813500006,5458715.25566
Offence Against a Person,2016,3,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Residential/Other,2016,1,1XX DUNLEVY AVE,Strathcona,493063.919018,5458989.99297
Break and Enter Commercial,2016,1,9XX LAMEYS MILL RD,Fairview,490771.002581,5457100.46715
Theft from Vehicle,2016,2,60XX BATTISON ST,Killarney,497775.957359,5452874.80619
Mischief,2016,3,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
Other Theft,2016,2,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494804.81009,5455040.15075
Mischief,2016,3,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
Theft of Vehicle,2016,1,9XX W 59TH AVE,Marpole,490602.127362,5451594.98446
Other Theft,2016,2,5XX W BROADWAY AVE,Fairview,491618.704849,5456727.47523
Mischief,2016,2,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
Other Theft,2016,2,14XX E 3RD AVE,Grandview-Woodland,494586.571808,5457237.404569998
Theft from Vehicle,2016,1,30XX W 41ST AVE,Kerrisdale,487391.23577299993,5453560.52217
Other Theft,2016,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Break and Enter Residential/Other,2016,1,24XX KINGSWAY AVE,Renfrew-Collingwood,495912.36219,5454240.43451
Theft from Vehicle,2016,1,2XX E WOODSTOCK AVE,Riley Park,492717.596198,5453420.60717
Mischief,2016,1,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
Mischief,2016,1,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
Mischief,2016,1,7XX DUNSMUIR ST,Central Business District,491485.389051,5459049.95175
Break and Enter Commercial,2016,1,8XX BUTE ST,West End,490721.68028,5459219.07615
Break and Enter Commercial,2016,1,8XX CAMBIE ST,Central Business District,491531.358819,5458292.0311900005
Other Theft,2016,1,7XX GRANVILLE ST,Central Business District,491398.867325,5458862.0070199985
Other Theft,2016,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Theft from Vehicle,2016,1,24XX E 49TH AVE,Victoria-Fraserview,495834.614896,5452449.21238
Other Theft,2016,3,14XX CHARLES ST,Grandview-Woodland,494529.552158,5457821.4181
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
